1	1.386762	1.062135e+05	1173.07	2037.64	1.869799e-01	845.90	0.165626	0.785529	0.000306	0.000457	0.000144	0.000001	0.047931	0.000000	0.000000	0.000005	0.000000	0.000000	0.000000	877.359576	4.000000	7.415235
2	1.386762	1.062135e+05	1173.07	2037.64	1.869799e-01	845.90	0.165626	0.785529	0.000306	0.000457	0.000144	0.000001	0.047931	0.000000	0.000000	0.000005	0.000000	0.000000	0.000000	877.359576	4.000000	7.415235
3	1.384525	1.064204e+05	1171.54	2038.96	1.872229e-01	846.17	0.165626	0.785529	0.000306	0.000457	0.000144	0.000001	0.047931	0.000000	0.000000	0.000005	0.000000	0.000000	0.000000	877.359576	4.000000	7.694604
4	1.384531	1.064199e+05	1171.55	2038.95	1.872223e-01	846.17	0.165626	0.785529	0.000306	0.000457	0.000144	0.000001	0.047931	0.000000	0.000000	0.000005	0.000000	0.000000	0.000000	877.359576	4.000000	7.693874
5	1.385646	1.063167e+05	1172.31	2038.30	1.871011e-01	846.04	0.165626	0.785529	0.000306	0.000457	0.000144	0.000001	0.047931	0.000000	0.000000	0.000005	0.000000	0.000000	0.000000	877.359576	4.000000	7.554554
6	1.385646	1.063167e+05	1172.31	2038.30	1.871011e-01	846.04	0.165626	0.785529	0.000306	0.000457	0.000144	0.000001	0.047931	0.000000	0.000000	0.000005	0.000000	0.000000	0.000000	877.359576	4.000000	7.554554
7	1.385646	1.063167e+05	1172.31	2038.30	1.871011e-01	846.04	0.165626	0.785529	0.000306	0.000457	0.000144	0.000001	0.047931	0.000000	0.000000	0.000005	0.000000	0.000000	0.000000	877.359576	4.000000	7.554554
8	1.385646	1.063167e+05	1172.31	2038.30	1.871011e-01	846.04	0.165626	0.785529	0.000306	0.000457	0.000144	0.000001	0.047931	0.000000	0.000000	0.000005	0.000000	0.000000	0.000000	877.359576	4.000000	7.554554
9	1.385646	1.063167e+05	1172.31	2038.30	1.871011e-01	846.04	0.165626	0.785529	0.000306	0.000457	0.000144	0.000001	0.047931	0.000000	0.000000	0.000005	0.000000	0.000000	0.000000	877.359576	4.000000	7.554554
10	1.385646	1.063167e+05	1172.31	2038.30	1.871011e-01	846.04	0.165626	0.785529	0.000306	0.000457	0.000144	0.000001	0.047931	0.000000	0.000000	0.000005	0.000000	0.000000	0.000000	877.359576	4.000000	7.554554
11	1.385646	1.063167e+05	1172.31	2038.30	1.871011e-01	846.04	0.165626	0.785529	0.000306	0.000457	0.000144	0.000001	0.047931	0.000000	0.000000	0.000005	0.000000	0.000000	0.000000	877.359576	4.000000	7.554554
12	1.385646	1.063167e+05	1172.31	2038.30	1.871011e-01	846.04	0.165626	0.785529	0.000306	0.000457	0.000144	0.000001	0.047931	0.000000	0.000000	0.000005	0.000000	0.000000	0.000000	877.359576	4.000000	7.554554
13	1.385646	1.063167e+05	1172.31	2038.30	1.871011e-01	846.04	0.165626	0.785529	0.000306	0.000457	0.000144	0.000001	0.047931	0.000000	0.000000	0.000005	0.000000	0.000000	0.000000	877.359576	4.000000	7.554554
14	1.385646	1.063167e+05	1172.31	2038.30	1.871011e-01	846.04	0.165626	0.785529	0.000306	0.000457	0.000144	0.000001	0.047931	0.000000	0.000000	0.000005	0.000000	0.000000	0.000000	877.359576	4.000000	7.554554
15	1.385646	1.063167e+05	1172.31	2038.30	1.871011e-01	846.04	0.165626	0.785529	0.000306	0.000457	0.000144	0.000001	0.047931	0.000000	0.000000	0.000005	0.000000	0.000000	0.000000	877.359576	4.000000	7.554554
16	1.385646	1.063167e+05	1172.31	2038.30	1.871011e-01	846.04	0.165626	0.785529	0.000306	0.000457	0.000144	0.000001	0.047931	0.000000	0.000000	0.000005	0.000000	0.000000	0.000000	877.359576	4.000000	7.554554
17	1.385646	1.063167e+05	1172.31	2038.30	1.871011e-01	846.04	0.165626	0.785529	0.000306	0.000457	0.000144	0.000001	0.047931	0.000000	0.000000	0.000005	0.000000	0.000000	0.000000	877.359576	4.000000	7.554554
18	1.385646	1.063167e+05	1172.31	2038.30	1.871011e-01	846.04	0.165626	0.785529	0.000306	0.000457	0.000144	0.000001	0.047931	0.000000	0.000000	0.000005	0.000000	0.000000	0.000000	877.359576	4.000000	7.554554
19	1.385646	1.063167e+05	1172.31	2038.30	1.871011e-01	846.04	0.165626	0.785529	0.000306	0.000457	0.000144	0.000001	0.047931	0.000000	0.000000	0.000005	0.000000	0.000000	0.000000	877.359576	4.000000	7.554554
20	1.385646	1.063167e+05	1172.31	2038.30	1.871011e-01	846.04	0.165626	0.785529	0.000306	0.000457	0.000144	0.000001	0.047931	0.000000	0.000000	0.000005	0.000000	0.000000	0.000000	877.359576	4.000000	7.554554
21	1.385646	1.063167e+05	1172.31	2038.30	1.871011e-01	846.04	0.165626	0.785529	0.000306	0.000457	0.000144	0.000001	0.047931	0.000000	0.000000	0.000005	0.000000	0.000000	0.000000	877.359576	4.000000	7.554554
22	1.385646	1.063167e+05	1172.31	2038.30	1.871011e-01	846.04	0.165626	0.785529	0.000306	0.000457	0.000144	0.000001	0.047931	0.000000	0.000000	0.000005	0.000000	0.000000	0.000000	877.359576	4.000000	7.554554
23	1.385646	1.063167e+05	1172.31	2038.30	1.871011e-01	846.04	0.165626	0.785529	0.000306	0.000457	0.000144	0.000001	0.047931	0.000000	0.000000	0.000005	0.000000	0.000000	0.000000	877.359576	4.000000	7.554554
24	1.385646	1.063167e+05	1172.31	2038.30	1.871011e-01	846.04	0.165626	0.785529	0.000306	0.000457	0.000144	0.000001	0.047931	0.000000	0.000000	0.000005	0.000000	0.000000	0.000000	877.359576	4.000000	7.554554
25	1.385646	1.063167e+05	1172.31	2038.30	1.871011e-01	846.04	0.165626	0.785529	0.000306	0.000457	0.000144	0.000001	0.047931	0.000000	0.000000	0.000005	0.000000	0.000000	0.000000	877.359589	4.000000	7.554554
26	1.385645	1.063169e+05	1172.30	2038.30	1.871014e-01	846.04	0.165626	0.785529	0.000306	0.000457	0.000144	0.000001	0.047931	0.000000	0.000000	0.000005	0.000000	0.000000	0.000000	877.359576	4.000000	7.554554
27	1.384528	1.064203e+05	1171.54	2038.96	1.872228e-01	846.17	0.165626	0.785529	0.000306	0.000457	0.000144	0.000001	0.047931	0.000000	0.000000	0.000005	0.000000	0.000000	0.000000	877.359576	4.000000	7.693874
