Iteration	Mach	Pressure [Pa]	Velocity [m/s]	Temperature [K]	Density [kg/m^3]	Speed of Sound [m/s]	Y_O2	Y_N2	Y_H2	Y_OH	Y_O	Y_H	Y_H2O	Y_NO	Y_N	Y_HO2	Y_H2O2	Y_HNO	Y_NO2	Mass flow rate [kg/s]	Area [m^2]	Axial location
449	0.617220	2.752515e+04	412.99	1196.43	7.997759e-02	669.12	0.202140	0.786645	0.003473	0.000001	0.000000	0.000000	0.006223	0.000000	0.000000	0.000239	0.001279	0.000000	0.000000	132.131092	4.000000	0.000102
450	0.617220	2.752515e+04	412.99	1196.43	7.997759e-02	669.12	0.202140	0.786645	0.003473	0.000001	0.000000	0.000000	0.006223	0.000000	0.000000	0.000239	0.001279	0.000000	0.000000	132.131092	4.000000	0.000102
451	0.617220	2.752515e+04	412.99	1196.43	7.997759e-02	669.12	0.202140	0.786645	0.003473	0.000001	0.000000	0.000000	0.006223	0.000000	0.000000	0.000239	0.001279	0.000000	0.000000	132.131092	4.000000	0.000102
452	0.617220	2.752515e+04	412.99	1196.43	7.997759e-02	669.12	0.202140	0.786645	0.003473	0.000001	0.000000	0.000000	0.006223	0.000000	0.000000	0.000239	0.001279	0.000000	0.000000	132.131092	4.000000	0.000102
453	0.617220	2.752515e+04	412.99	1196.43	7.997759e-02	669.12	0.202140	0.786645	0.003473	0.000001	0.000000	0.000000	0.006223	0.000000	0.000000	0.000239	0.001279	0.000000	0.000000	132.131092	4.000000	0.000102
454	0.617220	2.752515e+04	412.99	1196.43	7.997759e-02	669.12	0.202140	0.786645	0.003473	0.000001	0.000000	0.000000	0.006223	0.000000	0.000000	0.000239	0.001279	0.000000	0.000000	132.131092	4.000000	0.000102
455	0.617220	2.752515e+04	412.99	1196.43	7.997759e-02	669.12	0.202140	0.786645	0.003473	0.000001	0.000000	0.000000	0.006223	0.000000	0.000000	0.000239	0.001279	0.000000	0.000000	132.131092	4.000000	0.000102
456	0.617220	2.752515e+04	412.99	1196.43	7.997759e-02	669.12	0.202140	0.786645	0.003473	0.000001	0.000000	0.000000	0.006223	0.000000	0.000000	0.000239	0.001279	0.000000	0.000000	132.131092	4.000000	0.000102
457	0.617220	2.752515e+04	412.99	1196.43	7.997759e-02	669.12	0.202140	0.786645	0.003473	0.000001	0.000000	0.000000	0.006223	0.000000	0.000000	0.000239	0.001279	0.000000	0.000000	132.131092	4.000000	0.000102
458	0.617220	2.752515e+04	412.99	1196.43	7.997759e-02	669.12	0.202140	0.786645	0.003473	0.000001	0.000000	0.000000	0.006223	0.000000	0.000000	0.000239	0.001279	0.000000	0.000000	132.131092	4.000000	0.000102
459	0.617220	2.752515e+04	412.99	1196.43	7.997759e-02	669.12	0.202140	0.786645	0.003473	0.000001	0.000000	0.000000	0.006223	0.000000	0.000000	0.000239	0.001279	0.000000	0.000000	132.131092	4.000000	0.000102
460	0.617220	2.752515e+04	412.99	1196.43	7.997759e-02	669.12	0.202140	0.786645	0.003473	0.000001	0.000000	0.000000	0.006223	0.000000	0.000000	0.000239	0.001279	0.000000	0.000000	132.131092	4.000000	0.000102
461	0.617220	2.752515e+04	412.99	1196.43	7.997759e-02	669.12	0.202140	0.786645	0.003473	0.000001	0.000000	0.000000	0.006223	0.000000	0.000000	0.000239	0.001279	0.000000	0.000000	132.131092	4.000000	0.000102
462	0.617220	2.752515e+04	412.99	1196.43	7.997759e-02	669.12	0.202140	0.786645	0.003473	0.000001	0.000000	0.000000	0.006223	0.000000	0.000000	0.000239	0.001279	0.000000	0.000000	132.131092	4.000000	0.000102
463	0.617220	2.752515e+04	412.99	1196.43	7.997759e-02	669.12	0.202140	0.786645	0.003473	0.000001	0.000000	0.000000	0.006223	0.000000	0.000000	0.000239	0.001279	0.000000	0.000000	132.131092	4.000000	0.000102
464	0.617220	2.752515e+04	412.99	1196.43	7.997759e-02	669.12	0.202140	0.786645	0.003473	0.000001	0.000000	0.000000	0.006223	0.000000	0.000000	0.000239	0.001279	0.000000	0.000000	132.131092	4.000000	0.000102
465	0.617220	2.752515e+04	412.99	1196.43	7.997759e-02	669.12	0.202140	0.786645	0.003473	0.000001	0.000000	0.000000	0.006223	0.000000	0.000000	0.000239	0.001279	0.000000	0.000000	132.131092	4.000000	0.000102
466	0.617220	2.752515e+04	412.99	1196.43	7.997759e-02	669.12	0.202140	0.786645	0.003473	0.000001	0.000000	0.000000	0.006223	0.000000	0.000000	0.000239	0.001279	0.000000	0.000000	132.131094	4.000000	0.000102
467	0.617231	2.752494e+04	413.00	1196.42	7.997858e-02	669.12	0.202140	0.786645	0.003473	0.000001	0.000000	0.000000	0.006223	0.000000	0.000000	0.000239	0.001279	0.000000	0.000000	132.131092	4.000000	0.000102
468	0.619388	2.746285e+04	414.88	1199.46	7.961745e-02	669.82	0.201843	0.786645	0.003436	0.000001	0.000000	0.000000	0.006556	0.000000	0.000000	0.000249	0.001269	0.000000	0.000000	132.131092	4.000000	0.000102
469	0.619382	2.746297e+04	414.88	1199.47	7.961680e-02	669.82	0.201843	0.786645	0.003436	0.000001	0.000000	0.000000	0.006556	0.000000	0.000000	0.000249	0.001269	0.000000	0.000000	132.131092	4.000000	0.000102
470	0.621753	2.739472e+04	416.94	1202.79	7.922217e-02	670.59	0.201521	0.786645	0.003396	0.000001	0.000000	0.000000	0.006922	0.000000	0.000000	0.000260	0.001255	0.000000	0.000000	132.131092	4.000000	0.000102
471	0.624355	2.731969e+04	419.21	1206.43	7.878885e-02	671.43	0.201171	0.786645	0.003352	0.000001	0.000000	0.000000	0.007324	0.000000	0.000000	0.000271	0.001235	0.000000	0.000000	132.131092	4.000000	0.000103
472	0.627288	2.723566e+04	421.76	1210.40	7.831743e-02	672.35	0.200791	0.786645	0.003304	0.000002	0.000000	0.000000	0.007767	0.000000	0.000000	0.000283	0.001208	0.000000	0.000000	132.131092	4.000000	0.000103
473	0.627272	2.723599e+04	421.75	1210.41	7.831634e-02	672.35	0.200791	0.786645	0.003304	0.000002	0.000000	0.000000	0.007767	0.000000	0.000000	0.000283	0.001208	0.000000	0.000000	132.131092	4.000000	0.000103
474	0.627284	2.723574e+04	421.75	1210.40	7.831725e-02	672.35	0.200791	0.786645	0.003304	0.000002	0.000000	0.000000	0.007767	0.000000	0.000000	0.000283	0.001208	0.000000	0.000000	132.131092	4.000000	0.000103
475	0.626076	2.727040e+04	420.71	1208.76	7.851231e-02	671.97	0.200947	0.786645	0.003324	0.000002	0.000000	0.000000	0.007584	0.000000	0.000000	0.000278	0.001220	0.000000	0.000000	132.131092	4.000000	0.000103
476	0.626073	2.727047e+04	420.70	1208.76	7.851209e-02	671.97	0.200948	0.786645	0.003324	0.000002	0.000000	0.000000	0.007584	0.000000	0.000000	0.000278	0.001220	0.000000	0.000000	132.131092	4.000000	0.000103
477	0.627895	2.721822e+04	422.29	1211.23	7.821904e-02	672.54	0.200712	0.786645	0.003294	0.000002	0.000000	0.000000	0.007860	0.000000	0.000000	0.000285	0.001202	0.000000	0.000000	132.131092	4.000000	0.000103
478	0.627891	2.721831e+04	422.28	1211.23	7.821873e-02	672.54	0.200712	0.786645	0.003294	0.000002	0.000000	0.000000	0.007860	0.000000	0.000000	0.000285	0.001202	0.000000	0.000000	132.131092	4.000000	0.000103
479	0.627890	2.721832e+04	422.28	1211.23	7.821869e-02	672.54	0.200712	0.786645	0.003294	0.000002	0.000000	0.000000	0.007860	0.000000	0.000000	0.000285	0.001202	0.000000	0.000000	132.131092	4.000000	0.000103
480	0.629830	2.716272e+04	423.97	1213.84	7.790881e-02	673.14	0.200465	0.786645	0.003263	0.000002	0.000000	0.000000	0.008153	0.000000	0.000000	0.000292	0.001181	0.000000	0.000000	132.131092	4.000000	0.000103
481	0.629838	2.716257e+04	423.97	1213.84	7.790942e-02	673.14	0.200465	0.786645	0.003263	0.000002	0.000000	0.000000	0.008152	0.000000	0.000000	0.000292	0.001181	0.000000	0.000000	132.131092	4.000000	0.000103
482	0.629833	2.716266e+04	423.97	1213.84	7.790906e-02	673.14	0.200465	0.786645	0.003263	0.000002	0.000000	0.000000	0.008153	0.000000	0.000000	0.000292	0.001181	0.000000	0.000000	132.131092	4.000000	0.000103
483	0.631882	2.710382e+04	425.75	1216.60	7.758014e-02	673.78	0.200205	0.786645	0.003229	0.000002	0.000000	0.000000	0.008463	0.000000	0.000000	0.000299	0.001156	0.000000	0.000000	132.131092	4.000000	0.000103
484	0.634053	2.704141e+04	427.64	1219.52	7.723190e-02	674.45	0.199933	0.786645	0.003194	0.000002	0.000000	0.000000	0.008793	0.000000	0.000000	0.000306	0.001128	0.000000	0.000000	132.131092	4.000000	0.000104
485	0.634085	2.704078e+04	427.66	1219.51	7.723428e-02	674.45	0.199933	0.786645	0.003194	0.000002	0.000000	0.000000	0.008793	0.000000	0.000000	0.000305	0.001128	0.000000	0.000000	132.131092	4.000000	0.000104
486	0.634092	2.704063e+04	427.66	1219.50	7.723478e-02	674.45	0.199933	0.786645	0.003194	0.000002	0.000000	0.000000	0.008793	0.000000	0.000000	0.000305	0.001128	0.000000	0.000000	132.131092	4.000000	0.000104
487	0.634053	2.704141e+04	427.64	1219.52	7.723190e-02	674.45	0.199933	0.786645	0.003194	0.000002	0.000000	0.000000	0.008793	0.000000	0.000000	0.000306	0.001128	0.000000	0.000000	132.131092	4.000000	0.000104
488	0.634053	2.704141e+04	427.64	1219.52	7.723190e-02	674.45	0.199933	0.786645	0.003194	0.000002	0.000000	0.000000	0.008793	0.000000	0.000000	0.000306	0.001128	0.000000	0.000000	132.131092	4.000000	0.000104
489	0.634053	2.704141e+04	427.64	1219.52	7.723190e-02	674.45	0.199933	0.786645	0.003194	0.000002	0.000000	0.000000	0.008793	0.000000	0.000000	0.000306	0.001128	0.000000	0.000000	132.131092	4.000000	0.000104
490	0.634053	2.704141e+04	427.64	1219.52	7.723190e-02	674.45	0.199933	0.786645	0.003194	0.000002	0.000000	0.000000	0.008793	0.000000	0.000000	0.000306	0.001128	0.000000	0.000000	132.131092	4.000000	0.000104
491	0.634053	2.704141e+04	427.64	1219.52	7.723190e-02	674.45	0.199933	0.786645	0.003194	0.000002	0.000000	0.000000	0.008793	0.000000	0.000000	0.000306	0.001128	0.000000	0.000000	132.131092	4.000000	0.000104
492	0.634053	2.704141e+04	427.64	1219.52	7.723190e-02	674.45	0.199933	0.786645	0.003194	0.000002	0.000000	0.000000	0.008793	0.000000	0.000000	0.000306	0.001128	0.000000	0.000000	132.131092	4.000000	0.000104
493	0.634053	2.704141e+04	427.64	1219.52	7.723190e-02	674.45	0.199933	0.786645	0.003194	0.000002	0.000000	0.000000	0.008793	0.000000	0.000000	0.000306	0.001128	0.000000	0.000000	132.131092	4.000000	0.000104
494	0.634053	2.704141e+04	427.64	1219.52	7.723190e-02	674.45	0.199933	0.786645	0.003194	0.000002	0.000000	0.000000	0.008793	0.000000	0.000000	0.000306	0.001128	0.000000	0.000000	132.131092	4.000000	0.000104
495	0.634053	2.704141e+04	427.64	1219.52	7.723190e-02	674.45	0.199933	0.786645	0.003194	0.000002	0.000000	0.000000	0.008793	0.000000	0.000000	0.000306	0.001128	0.000000	0.000000	132.131092	4.000000	0.000104
496	0.634053	2.704141e+04	427.64	1219.52	7.723190e-02	674.45	0.199933	0.786645	0.003194	0.000002	0.000000	0.000000	0.008793	0.000000	0.000000	0.000306	0.001128	0.000000	0.000000	132.131092	4.000000	0.000104
497	0.634053	2.704141e+04	427.64	1219.52	7.723190e-02	674.45	0.199933	0.786645	0.003194	0.000002	0.000000	0.000000	0.008793	0.000000	0.000000	0.000306	0.001128	0.000000	0.000000	132.131092	4.000000	0.000104
498	0.634053	2.704141e+04	427.64	1219.52	7.723190e-02	674.45	0.199933	0.786645	0.003194	0.000002	0.000000	0.000000	0.008793	0.000000	0.000000	0.000306	0.001128	0.000000	0.000000	132.131092	4.000000	0.000104
499	0.634053	2.704141e+04	427.64	1219.52	7.723190e-02	674.45	0.199933	0.786645	0.003194	0.000002	0.000000	0.000000	0.008793	0.000000	0.000000	0.000306	0.001128	0.000000	0.000000	132.131092	4.000000	0.000104
500	0.634053	2.704141e+04	427.64	1219.52	7.723190e-02	674.45	0.199933	0.786645	0.003194	0.000002	0.000000	0.000000	0.008793	0.000000	0.000000	0.000306	0.001128	0.000000	0.000000	132.131092	4.000000	0.000104
501	0.634053	2.704141e+04	427.64	1219.52	7.723190e-02	674.45	0.199933	0.786645	0.003194	0.000002	0.000000	0.000000	0.008793	0.000000	0.000000	0.000306	0.001128	0.000000	0.000000	132.131092	4.000000	0.000104
502	0.634053	2.704141e+04	427.64	1219.52	7.723190e-02	674.45	0.199933	0.786645	0.003194	0.000002	0.000000	0.000000	0.008793	0.000000	0.000000	0.000306	0.001128	0.000000	0.000000	132.131092	4.000000	0.000104
503	0.634053	2.704141e+04	427.64	1219.52	7.723190e-02	674.45	0.199933	0.786645	0.003194	0.000002	0.000000	0.000000	0.008793	0.000000	0.000000	0.000306	0.001128	0.000000	0.000000	132.131092	4.000000	0.000104
504	0.634053	2.704141e+04	427.64	1219.52	7.723190e-02	674.45	0.199933	0.786645	0.003194	0.000002	0.000000	0.000000	0.008793	0.000000	0.000000	0.000306	0.001128	0.000000	0.000000	132.131092	4.000000	0.000104
505	0.634053	2.704141e+04	427.64	1219.52	7.723190e-02	674.45	0.199933	0.786645	0.003194	0.000002	0.000000	0.000000	0.008793	0.000000	0.000000	0.000306	0.001128	0.000000	0.000000	132.131092	4.000000	0.000104
506	0.634053	2.704141e+04	427.64	1219.52	7.723190e-02	674.45	0.199933	0.786645	0.003194	0.000002	0.000000	0.000000	0.008793	0.000000	0.000000	0.000306	0.001128	0.000000	0.000000	132.131092	4.000000	0.000104
507	0.634053	2.704141e+04	427.64	1219.52	7.723190e-02	674.45	0.199933	0.786645	0.003194	0.000002	0.000000	0.000000	0.008793	0.000000	0.000000	0.000306	0.001128	0.000000	0.000000	132.131094	4.000000	0.000104
508	0.634074	2.704099e+04	427.65	1219.51	7.723352e-02	674.45	0.199933	0.786645	0.003194	0.000002	0.000000	0.000000	0.008793	0.000000	0.000000	0.000305	0.001128	0.000000	0.000000	132.131092	4.000000	0.000104
509	0.633252	2.706446e+04	426.94	1218.44	7.736075e-02	674.20	0.200033	0.786645	0.003207	0.000002	0.000000	0.000000	0.008671	0.000000	0.000000	0.000303	0.001139	0.000000	0.000000	132.131092	4.000000	0.000103
510	0.633262	2.706426e+04	426.95	1218.44	7.736150e-02	674.20	0.200033	0.786645	0.003207	0.000002	0.000000	0.000000	0.008671	0.000000	0.000000	0.000303	0.001139	0.000000	0.000000	132.131092	4.000000	0.000103
511	0.634720	2.702268e+04	428.20	1220.33	7.713663e-02	674.64	0.199856	0.786645	0.003184	0.000002	0.000000	0.000000	0.008886	0.000000	0.000000	0.000307	0.001119	0.000000	0.000000	132.131092	4.000000	0.000104
512	0.634704	2.702300e+04	428.20	1220.33	7.713551e-02	674.64	0.199856	0.786645	0.003184	0.000002	0.000000	0.000000	0.008886	0.000000	0.000000	0.000307	0.001119	0.000000	0.000000	132.131092	4.000000	0.000104
513	0.634266	2.703559e+04	427.81	1219.75	7.720569e-02	674.50	0.199911	0.786645	0.003191	0.000002	0.000000	0.000000	0.008820	0.000000	0.000000	0.000306	0.001125	0.000000	0.000000	132.131092	4.000000	0.000104
514	0.634259	2.703572e+04	427.81	1219.75	7.720523e-02	674.50	0.199911	0.786645	0.003191	0.000002	0.000000	0.000000	0.008820	0.000000	0.000000	0.000306	0.001125	0.000000	0.000000	132.131092	4.000000	0.000104
515	0.635284	2.700642e+04	428.70	1221.09	7.704515e-02	674.81	0.199786	0.786645	0.003175	0.000002	0.000000	0.000000	0.008973	0.000000	0.000000	0.000309	0.001111	0.000000	0.000000	132.131092	4.000000	0.000104
516	0.636340	2.697623e+04	429.61	1222.46	7.688152e-02	675.13	0.199658	0.786645	0.003159	0.000002	0.000000	0.000000	0.009129	0.000000	0.000000	0.000311	0.001095	0.000000	0.000000	132.131092	4.000000	0.000104
517	0.637423	2.694528e+04	430.55	1223.87	7.671402e-02	675.45	0.199528	0.786645	0.003142	0.000002	0.000000	0.000000	0.009290	0.000000	0.000000	0.000314	0.001079	0.000000	0.000000	132.131092	4.000000	0.000104
518	0.638542	2.691338e+04	431.51	1225.30	7.654307e-02	675.78	0.199396	0.786645	0.003124	0.000002	0.000000	0.000000	0.009455	0.000000	0.000000	0.000316	0.001062	0.000000	0.000000	132.131092	4.000000	0.000104
519	0.639684	2.688077e+04	432.50	1226.77	7.636806e-02	676.12	0.199261	0.786645	0.003107	0.000002	0.000000	0.000000	0.009623	0.000000	0.000000	0.000319	0.001043	0.000000	0.000000	132.131092	4.000000	0.000104
520	0.640856	2.684733e+04	433.51	1228.26	7.618935e-02	676.46	0.199124	0.786645	0.003088	0.000003	0.000000	0.000000	0.009796	0.000000	0.000000	0.000321	0.001024	0.000000	0.000000	132.131092	4.000000	0.000104
521	0.642067	2.681288e+04	434.56	1229.79	7.600749e-02	676.81	0.198985	0.786645	0.003070	0.000003	0.000000	0.000000	0.009972	0.000000	0.000000	0.000323	0.001003	0.000000	0.000000	132.131092	4.000000	0.000104
522	0.643291	2.677793e+04	435.61	1231.34	7.582136e-02	677.17	0.198844	0.786645	0.003051	0.000003	0.000000	0.000000	0.010152	0.000000	0.000000	0.000324	0.000981	0.000000	0.000000	132.131092	4.000000	0.000104
523	0.644561	2.674184e+04	436.71	1232.92	7.563271e-02	677.53	0.198701	0.786645	0.003032	0.000003	0.000000	0.000000	0.010335	0.000000	0.000000	0.000325	0.000958	0.000000	0.000000	132.131092	4.000000	0.000104
524	0.645858	2.670499e+04	437.82	1234.52	7.544086e-02	677.89	0.198556	0.786645	0.003013	0.000003	0.000000	0.000000	0.010522	0.000000	0.000000	0.000326	0.000934	0.000000	0.000000	132.131092	4.000000	0.000104
525	0.645852	2.670510e+04	437.82	1234.52	7.544059e-02	677.89	0.198556	0.786645	0.003013	0.000003	0.000000	0.000000	0.010522	0.000000	0.000000	0.000326	0.000934	0.000000	0.000000	132.131092	4.000000	0.000104
526	0.647163	2.666778e+04	438.95	1236.15	7.524511e-02	678.27	0.198410	0.786645	0.002993	0.000003	0.000000	0.000000	0.010713	0.000000	0.000000	0.000327	0.000909	0.000000	0.000000	132.131092	4.000000	0.000104
527	0.647170	2.666763e+04	438.95	1236.14	7.524548e-02	678.27	0.198410	0.786645	0.002993	0.000003	0.000000	0.000000	0.010713	0.000000	0.000000	0.000327	0.000909	0.000000	0.000000	132.131092	4.000000	0.000104
528	0.648523	2.662926e+04	440.12	1237.79	7.504815e-02	678.64	0.198263	0.786645	0.002973	0.000003	0.000000	0.000000	0.010906	0.000000	0.000000	0.000327	0.000882	0.000000	0.000000	132.131092	4.000000	0.000105
529	0.648515	2.662943e+04	440.11	1237.79	7.504776e-02	678.64	0.198263	0.786645	0.002973	0.000003	0.000000	0.000000	0.010906	0.000000	0.000000	0.000327	0.000882	0.000000	0.000000	132.131092	4.000000	0.000105
530	0.649881	2.659062e+04	441.29	1239.46	7.484753e-02	679.02	0.198115	0.786645	0.002953	0.000003	0.000000	0.000000	0.011102	0.000000	0.000000	0.000327	0.000855	0.000000	0.000000	132.131092	4.000000	0.000105
531	0.649892	2.659041e+04	441.29	1239.45	7.484804e-02	679.02	0.198115	0.786645	0.002953	0.000003	0.000000	0.000000	0.011102	0.000000	0.000000	0.000327	0.000855	0.000000	0.000000	132.131092	4.000000	0.000105
532	0.649885	2.659054e+04	441.29	1239.45	7.484773e-02	679.02	0.198115	0.786645	0.002953	0.000003	0.000000	0.000000	0.011102	0.000000	0.000000	0.000327	0.000855	0.000000	0.000000	132.131092	4.000000	0.000105
533	0.651273	2.655114e+04	442.48	1241.13	7.464549e-02	679.41	0.197966	0.786645	0.002933	0.000003	0.000000	0.000000	0.011300	0.000000	0.000000	0.000327	0.000826	0.000000	0.000000	132.131092	4.000000	0.000105
534	0.652641	2.651202e+04	443.66	1242.84	7.443977e-02	679.80	0.197817	0.786645	0.002912	0.000003	0.000000	0.000000	0.011500	0.000000	0.000000	0.000326	0.000797	0.000000	0.000000	132.131092	4.000000	0.000105
535	0.652673	2.651138e+04	443.68	1242.83	7.444125e-02	679.80	0.197817	0.786645	0.002912	0.000003	0.000000	0.000000	0.011500	0.000000	0.000000	0.000326	0.000797	0.000000	0.000000	132.131092	4.000000	0.000105
536	0.652219	2.652411e+04	443.30	1242.31	7.450344e-02	679.68	0.197863	0.786645	0.002919	0.000003	0.000000	0.000000	0.011438	0.000000	0.000000	0.000326	0.000806	0.000000	0.000000	132.131092	4.000000	0.000105
537	0.652234	2.652380e+04	443.31	1242.31	7.450416e-02	679.68	0.197863	0.786645	0.002919	0.000003	0.000000	0.000000	0.011438	0.000000	0.000000	0.000326	0.000806	0.000000	0.000000	132.131092	4.000000	0.000105
538	0.653237	2.649556e+04	444.16	1243.47	7.436376e-02	679.94	0.197760	0.786645	0.002904	0.000003	0.000000	0.000000	0.011577	0.000000	0.000000	0.000325	0.000785	0.000000	0.000000	132.131092	4.000000	0.000105
539	0.653215	2.649600e+04	444.15	1243.48	7.436276e-02	679.94	0.197760	0.786645	0.002904	0.000003	0.000000	0.000000	0.011577	0.000000	0.000000	0.000325	0.000785	0.000000	0.000000	132.131092	4.000000	0.000105
540	0.654193	2.646821e+04	444.99	1244.66	7.422040e-02	680.21	0.197657	0.786645	0.002890	0.000003	0.000000	0.000000	0.011717	0.000000	0.000000	0.000324	0.000764	0.000000	0.000000	132.131092	4.000000	0.000105
541	0.655167	2.644046e+04	445.83	1245.85	7.407726e-02	680.48	0.197554	0.786645	0.002876	0.000003	0.000000	0.000000	0.011857	0.000000	0.000000	0.000323	0.000742	0.000000	0.000000	132.131092	4.000000	0.000105
542	0.655202	2.643976e+04	445.85	1245.83	7.407883e-02	680.48	0.197554	0.786645	0.002876	0.000003	0.000000	0.000000	0.011857	0.000000	0.000000	0.000323	0.000742	0.000000	0.000000	132.131092	4.000000	0.000105
543	0.655192	2.643996e+04	445.85	1245.84	7.407837e-02	680.48	0.197554	0.786645	0.002876	0.000003	0.000000	0.000000	0.011857	0.000000	0.000000	0.000323	0.000742	0.000000	0.000000	132.131092	4.000000	0.000105
544	0.655167	2.644046e+04	445.83	1245.85	7.407726e-02	680.48	0.197554	0.786645	0.002876	0.000003	0.000000	0.000000	0.011857	0.000000	0.000000	0.000323	0.000742	0.000000	0.000000	132.131092	4.000000	0.000105
545	0.655167	2.644046e+04	445.83	1245.85	7.407726e-02	680.48	0.197554	0.786645	0.002876	0.000003	0.000000	0.000000	0.011857	0.000000	0.000000	0.000323	0.000742	0.000000	0.000000	132.131092	4.000000	0.000105
546	0.655167	2.644046e+04	445.83	1245.85	7.407726e-02	680.48	0.197554	0.786645	0.002876	0.000003	0.000000	0.000000	0.011857	0.000000	0.000000	0.000323	0.000742	0.000000	0.000000	132.131092	4.000000	0.000105
547	0.655167	2.644046e+04	445.83	1245.85	7.407726e-02	680.48	0.197554	0.786645	0.002876	0.000003	0.000000	0.000000	0.011857	0.000000	0.000000	0.000323	0.000742	0.000000	0.000000	132.131092	4.000000	0.000105
548	0.655167	2.644046e+04	445.83	1245.85	7.407726e-02	680.48	0.197554	0.786645	0.002876	0.000003	0.000000	0.000000	0.011857	0.000000	0.000000	0.000323	0.000742	0.000000	0.000000	132.131092	4.000000	0.000105
549	0.655167	2.644046e+04	445.83	1245.85	7.407726e-02	680.48	0.197554	0.786645	0.002876	0.000003	0.000000	0.000000	0.011857	0.000000	0.000000	0.000323	0.000742	0.000000	0.000000	132.131092	4.000000	0.000105
550	0.655167	2.644046e+04	445.83	1245.85	7.407726e-02	680.48	0.197554	0.786645	0.002876	0.000003	0.000000	0.000000	0.011857	0.000000	0.000000	0.000323	0.000742	0.000000	0.000000	132.131092	4.000000	0.000105
551	0.655167	2.644046e+04	445.83	1245.85	7.407726e-02	680.48	0.197554	0.786645	0.002876	0.000003	0.000000	0.000000	0.011857	0.000000	0.000000	0.000323	0.000742	0.000000	0.000000	132.131092	4.000000	0.000105
552	0.655167	2.644046e+04	445.83	1245.85	7.407726e-02	680.48	0.197554	0.786645	0.002876	0.000003	0.000000	0.000000	0.011857	0.000000	0.000000	0.000323	0.000742	0.000000	0.000000	132.131092	4.000000	0.000105
553	0.655167	2.644046e+04	445.83	1245.85	7.407726e-02	680.48	0.197554	0.786645	0.002876	0.000003	0.000000	0.000000	0.011857	0.000000	0.000000	0.000323	0.000742	0.000000	0.000000	132.131092	4.000000	0.000105
554	0.655167	2.644046e+04	445.83	1245.85	7.407726e-02	680.48	0.197554	0.786645	0.002876	0.000003	0.000000	0.000000	0.011857	0.000000	0.000000	0.000323	0.000742	0.000000	0.000000	132.131092	4.000000	0.000105
555	0.655167	2.644046e+04	445.83	1245.85	7.407726e-02	680.48	0.197554	0.786645	0.002876	0.000003	0.000000	0.000000	0.011857	0.000000	0.000000	0.000323	0.000742	0.000000	0.000000	132.131092	4.000000	0.000105
556	0.655167	2.644046e+04	445.83	1245.85	7.407726e-02	680.48	0.197554	0.786645	0.002876	0.000003	0.000000	0.000000	0.011857	0.000000	0.000000	0.000323	0.000742	0.000000	0.000000	132.131092	4.000000	0.000105
557	0.655167	2.644046e+04	445.83	1245.85	7.407726e-02	680.48	0.197554	0.786645	0.002876	0.000003	0.000000	0.000000	0.011857	0.000000	0.000000	0.000323	0.000742	0.000000	0.000000	132.131092	4.000000	0.000105
558	0.655167	2.644046e+04	445.83	1245.85	7.407726e-02	680.48	0.197554	0.786645	0.002876	0.000003	0.000000	0.000000	0.011857	0.000000	0.000000	0.000323	0.000742	0.000000	0.000000	132.131092	4.000000	0.000105
559	0.655167	2.644046e+04	445.83	1245.85	7.407726e-02	680.48	0.197554	0.786645	0.002876	0.000003	0.000000	0.000000	0.011857	0.000000	0.000000	0.000323	0.000742	0.000000	0.000000	132.131092	4.000000	0.000105
560	0.655167	2.644046e+04	445.83	1245.85	7.407726e-02	680.48	0.197554	0.786645	0.002876	0.000003	0.000000	0.000000	0.011857	0.000000	0.000000	0.000323	0.000742	0.000000	0.000000	132.131092	4.000000	0.000105
561	0.655167	2.644046e+04	445.83	1245.85	7.407726e-02	680.48	0.197554	0.786645	0.002876	0.000003	0.000000	0.000000	0.011857	0.000000	0.000000	0.000323	0.000742	0.000000	0.000000	132.131092	4.000000	0.000105
562	0.655167	2.644046e+04	445.83	1245.85	7.407726e-02	680.48	0.197554	0.786645	0.002876	0.000003	0.000000	0.000000	0.011857	0.000000	0.000000	0.000323	0.000742	0.000000	0.000000	132.131092	4.000000	0.000105
563	0.655167	2.644046e+04	445.83	1245.85	7.407726e-02	680.48	0.197554	0.786645	0.002876	0.000003	0.000000	0.000000	0.011857	0.000000	0.000000	0.000323	0.000742	0.000000	0.000000	132.131092	4.000000	0.000105
564	0.655167	2.644046e+04	445.83	1245.85	7.407726e-02	680.48	0.197554	0.786645	0.002876	0.000003	0.000000	0.000000	0.011857	0.000000	0.000000	0.000323	0.000742	0.000000	0.000000	132.131094	4.000000	0.000105
565	0.655187	2.644006e+04	445.84	1245.84	7.407815e-02	680.48	0.197554	0.786645	0.002876	0.000003	0.000000	0.000000	0.011857	0.000000	0.000000	0.000323	0.000742	0.000000	0.000000	132.131092	4.000000	0.000105
566	0.656202	2.641145e+04	446.71	1247.01	7.393651e-02	680.75	0.197451	0.786645	0.002862	0.000003	0.000000	0.000000	0.011998	0.000000	0.000000	0.000321	0.000720	0.000000	0.000000	132.131092	4.000000	0.000105
567	0.656186	2.641179e+04	446.70	1247.01	7.393578e-02	680.75	0.197451	0.786645	0.002862	0.000003	0.000000	0.000000	0.011998	0.000000	0.000000	0.000321	0.000720	0.000000	0.000000	132.131092	4.000000	0.000105
